,title,director,genre,release_date,company,star_1,star_2,star_3
2493,Fire on the Mountain 2,Chika Onu,Action,2002,"Cobic Productions,Lucky Star Incorporated",Fabian Adibe,Chiwetalu Agu,Pete Eneh
2494,Aláisè,Edgard Leroy,Drama,2021,"David Akande Studios,Dynamic Media Empire,Idirissou Entertainment Empire",Love Adejumo,Muyiwa Ademola,Boluwatife Akande
2495,Church on Fire,Emeka Obiakonwa,Drama,2008,Goodlife Production,Prince Emeka Ani,Monalisa Chinda,Pete Edochie
2496,Cold War,Andy Amenechi,Drama,2005,Annex Merchandise Ltd.,Fabian Adibe,Amaka Agu,Owen Agudiegwu
2497,In Another Life,Belinda Agedah Yanga,Comedy,2022,"Ziva Works,Sutoritera,Take 7 Media Productions",Meg Otanwa,Uzor Arukwe,Nkem Owoh
2498,Holland Heat,Tony A.B. Akinyemi,Drama,2004,AZ Resources,Tony A.B. Akinyemi,Maduka Chuks,Asebe Ellams
2499,Personal Desire 2,Evan Orji,Drama,2009,Sunec Movies,Abraham Nwodo,Queen Nwokoye,Patience Ozokwor
2500,To Love a Thief,Adim Williams,Romance,2003,O.J. Production,Segun Arinze,Emma Ayalogu,Edith Jane Azu
2501,Mid Life Blues,Seun Sonoiki,Drama,2017,Rok Studios,Samuel Asa'ah,Femi Branch,Wendy Lawal
2502,Up North,Tope Oshin,Drama,2018,"Anakle Films,InkBlot Productions",Adzi Adamu,David Aisekhaleye,Rekiya Attah
2503,Bad Comments,Moses Inwang,Comedy,2020,FilmOne Production,Jim Iyke,Osas Ighodaro,Sharon Ooja
2504,Who Am I? 2,Ikechukwu Onyeka,Drama,2007,Romac Investment,Geraldine Ekeocha,Vitalis Ndubuisi,Alex Usifo Omiagbo
2505,Súnmibáre,Waheed Ijaduade,Drama,2003,Zentury Pictures,Toyin Adegbola,Fathia Balogun,Saidi Balogun
2506,Tears of a Saint 2,Ugo Ugbor,Drama,2007,Future King Productions,Chioma Chukwuka Akpotha,Fred Ariko,Benita Nzeribe
2507,What If?,Saheed Apanpa,Short,2015,Nikky Ufondu Productions,Nene Emmanuel,Deji Omogbehin,Bella Ufondu
2508,Love in a Time of Kekes,Belinda Agedah Yanga,Romance,2018,"House 5 Production,Rok Studios",Bomi Adeyemi,Ijeoma Grace Agu,Sophie Alakija
2509,Ass on Fire 2,Nonso Emekaekwue,Short,2006,"Daniel Imasuen Film,Simony Productions",Chioma Chukwuka Akpotha,Nonso Diobi,Lilian Dizo
2510,My Girl Friend,Iyke Odife,Drama,2006,Kensimon Production,Ikem Chude,Nonso Diobi,Francis Duru
2511,Heart at Random,Chibuike Ibe,Romance,2021,"Befilms,Rok Studios",Chucks Chyke,Sotonye George,Bella Ike
2512,Rising Moon 3,Andy Nwakalor,Drama,2005,Samcivic Investment,Justus Esiri,Onyeka Onwenu,Maureen Solomon
2513,The Wingman,Simon Peacemaker,Comedy,2020,Rok Studios,Frances Ben,Priscilla Okpara,Kelechi Udegbe
2514,Love Alone 2,Moses Ebere,Family,2010,Divine Touch Productions,Muna Obiekwe,John Dumelo,Ngozi Ezeonu
2515,Esuru,Kunle Afod,Drama,2006,Isolak Films,Funso Adeolu,Kunle Afod,Olumide Bakare
2516,The Underworld,MacCollins Chidebe,Drama,2005,"Annex Merchandise Ltd.,Nwafor Anayo Production",Avinaash Bhavnani,Kanayo O. Kanayo,Eric Nwadinobi
2517,No Nonsense,MacCollins Chidebe,Action,2003,Emmalex Associates Ltd.,Stan K. Amandi,Ifeoma Anyiam,Chidi Ihesie
2518,Powerful Civilian,Andy Chukwu,Drama,2007,Get-Rich Production,Andy Chukwu,Osita Iheme,Chinedu Ikedieze
2519,Ero Mi,Damola Olatunji,Drama,2020,Setwerk Films Productions,Tayo Adejumo,Akeem Adeyemi,Busayo Akintewe
2520,Aka Gum,Chimdi Chiama,Comedy,2002,Guniks Investment,Ngozi Adokwe,Joseph Agu,Uche Anasiudu
2521,All for the Money,Saheed Apanpa,Drama,2017,Fabillionaire Films,Olanrewaju Adebiyi,Fab Carter,Valentine Garuba
2522,Ebere's Ordeal,Omoruyi Wallz Efosa,Comedy,2020,Rok Studios,Adaeze Chiegbu,Caritas Didigwu,Margaret Esene
2523,The Best Thing,Kingsley Fresh Onyenma,Drama,2022,Abbey's Creations Media,Tunde Adebayo,Paschaline Alex,Esther Audu
2524,Agola,Aminu S. Bono,Drama,2019,Maidu Global,Hadiza Aliyu,Abba El-Mustapha,Zainab Hassan
2525,For Old Times' Sake,Moses Inwang,Drama,2019,Chime For Arts Foundation,Bernard Adode,Alhaji Ali,Eucharia Anunobi Ekwu
2526,That Very Weekend,Emmanuel Mang Eme,Comedy,2016,Hibee Pictures Limited,Emmanuel Ikubese,Moyo Lawal,Enyinna Nwigwe
2527,False Intention,Kingsley Fresh Onyenma,Drama,2020,Rok Studios,Frances Ben,Ugo Doris Igwe,Phil Nwagu
2528,Demon Inside,Chibuike Ibe,Drama,2018,Reality Motion Pictures,Rekiya Attah,Preach Bassey,Oma Iyasara
2529,Royal Grandmother,Iyke Odife,Drama,2007,Social Movies,Chiwetalu Agu,Monalisa Chinda,Ngozi Ezeonu
2530,It's Her Day,Aniedi Awah Noba,Comedy,2016,Kountry Kulture Network,Adunni Ade,Omobola Akinde,Shaffy Bello
2531,Last Request,James Abinibi,Drama,2020,Osmo Touch Media,Bimbo Akintola,Rekiya Attah,Yemi Blaq
2532,The Tusk of Life,Caz Chidiebere,Drama,2008,World Choice Movies,Chiwetalu Agu,Diewait Ikpechukwu,Remy Ohajianya
2533,The Surrogate,Dabby Chimere,Drama,2022,African Movie Channel,Mofe Duncan,Uzoma Nkemjika,Sandra Okunzuwa
2534,Oath Keepers,Emmanuel Anyaka,Crime,2022,Stanford Films Production,Roxy Antak,Esther Audu,Ejike Ibedilo
2535,A Place Called Regret,Ben Cassie,Drama,2022,One & Two Film,Kayode Aiyegbusi,Victor Chude,Stanley Igboanugo
2536,Butterfly,Andy Amenechi,Drama,2003,Annex Merchandise Ltd.,Chidi Ihesie,Ofia Afuluagu Mbaka,Tom Njamanze
2537,Betrayed,Biyi Bandele,Drama,2013,"MTV Staying Alive Foundation,MTV Staying Alive Foundation",Chris Attoh,Timini Egbuson,Kc Ejelonu
2538,Babie Á,Sunday Ossai,Drama,2003,Ojoge,Yinka Adejumo,Morenike Alausa,Ayo Badmus
2539,Knock Out,Patience Oghre,Comedy,2019,Wale Adenuga Production,9ice,Toyin Abraham,Odunlade Adekola
2540,Test Your Heart 2,Emeka Jonathan,Drama,2008,Bonag Industries Nigeria,Edith Dibie,Pete Edochie,Emeka Ike
2541,Naked Wrestler 2,Amayo Uzo Philips,Drama,2008,Reemmy Jes Production (RJP),Chioma Chukwuka Akpotha,Nonso Diobi,Pete Edochie
2542,Issakaba,Lancelot Oduwa Imasuen,Action,1999,Kas-Vid International,Fabian Adibe,Zulu Adigwe,Chiwetalu Agu
2543,Enslaved,Lancelot Oduwa Imasuen,Drama,2004,Reemmy Jes Production (RJP),Monalisa Chinda,Desmond Elliot,Justus Esiri
2544,Daytime Lovers 2,Ernest Obi,Drama,2006,"Great God Production,Valseco Industries",Stephanie Linus,Ernest Obi,Oge Okoye
2545,Loving Daniella,Ike Nnaebue,Drama,2019,Proascella Films,Joseph Benjamin,Blossom Chukwujekwu,Theresa Edem
2546,Èèkù-idà 2,Tunji Bamishigbin,Drama,2002,Rockview Productions,Fathia Balogun,Saidi Balogun,Liz Benson
2547,The Itch,Chibuike Ibe,Comedy,2018,Reality Motion Pictures,Yusuf Acer,Austin,Lady B
2548,Farin Dare,Aminu Saira,Drama,2013,UK Entertainment,Sadiq Ahmad,Ali Rabiu Ali,Bello Muhammad Bello
2549,What's Within,Rukky Sanda,Drama,2014,Rukky Sanda Studios,Joseph Benjamin,Alexx Ekubo,Bolanle Ninalowo
2550,Dirt,Wale Adesanya,Drama,2019,"Mountain Top Entertainment,Take 7 Media Productions",Terhila Adiele,Nita Byack-George,Chucks Chyke
2551,Legacy,Andy Amenechi,Drama,2004,Annex Merchandise Ltd.,Chioma Chukwuka Akpotha,Kenneth Chukwu,Ini Edo
2552,My Kingdom Come 2,Charles Inojie,Comedy,2006,Hallmark Films Ltd.,Chiwetalu Agu,Pete Eneh,Remy Ohajianya
2553,Omo University,Funso Adeolu,Drama,2015,"Adekaz Productions,Dapson One",Femi Adebayo,Toyin Adegbola,Hakeem Adegoke-Ade
2554,Tussle,Saheed Apanpa,Drama,2021,C.O.T Global,Ebisan Arayi,Victoria Egbuchere,Stella Ekwueme
2555,Lumba Boys 2,Ifeanyi Onyeabor,Drama,2008,Aja-Fid Fukns,Chigozie Atuanya,Francis Duru,Amaechi Muonagor
2556,Hours Before,Chukwu Martin,Short,2021,1000 Stories,Tomi Folowosele,Omoloro Ogunfeyitimi,
2557,The Stolen Bible,Emeka Nwabueze,Drama,2004,Hycromax Investment,Prince Emeka Ani,Kate Henshaw-Nuttal,Benedict Johnson
2558,Try & See 2,Emeka Nwabueze,Drama,2007,Ossy Ventures Nigeria,Pete Edochie,Desmond Elliot,Funmi Holder
2559,Lagos to Abuja Coach,Okosa Augustine,Comedy,2020,Rivierolling Films,Adunni Ade,Maryam Booth,Emmanuel Ilemobayo
2560,Shackles of Death 2,Sunny Okwori,Drama,2005,"Be Good Ventures,Iyke-Mec Films",Rychardo Agbor,Padita Agu,Desmond Elliot
2561,Stuck,Ozioma Ogbaji,Short,2018,Accelerate TV,Seun Ajayi,Kemi Lala Akindoju,Uzoamaka Aniunoh
2562,Brother Jekwu,Charles Uwagbai,Comedy,2016,Swift Angel Productions,Derrick Aduwo,Kevin Airende,Eunice Anyonje Amatika
2563,Deep State,Aniedi Awah Noba,Drama,2022,One & Two Films,Bimbo Ademoye,Uzor Arukwe,Tina Destiny Jjorm
2564,The Carpenter,Babatunde Oyeniya,Drama,2022,Exlfilmz Production,Damilola Adegboro,Kingsley Ediale,Jumoke George
2565,Mmachi,Chidinma Igbokweuche,Short,2018,Accelerate TV,Anee Icha,Iwuchukwu Marianne Onyii,Jide 'JBlaze' Oyegbile
2566,30 Days,Uche Agbo,Romance,2021,Ruth Kadiri's Production,Fatukasi Abimbola,Mimi Ibeh,Ese Idia
2567,Falling,Niyi Akinmolayan,Drama,2015,Closer Pictures,Kofi Adjorlolo,Lota Chukwu,Blossom Chukwujekwu
2568,Jofran,Okechukwu Oku,Thriller,2017,"Africa Magic Original Films,Pure Sound & Visuals Technology",Chinenye Aniemenam,Ibiwari Etuk,Nancy Isime
2569,Lockdown,Ladi Akinyosoye,Drama,2019,Olumo Rock Pictures,Beverly Naya,Jerry Bakpa,Kalu Ikeagwu
2570,Python King 2,Chika Onu,Drama,2007,"Kennytex Productions,Ugo Regy Productions",Tunji Adesina,Rex Aka,Water Anger
2571,Above the Crown 2,Tarila Thompson,Drama,2006,Ben-Nobis Ventures Ltd.,Lasley Moganzo,Nnenna Okonta,Alex Usifo Omiagbo
2572,Kowa Dalin,Isah Alolo,Drama,2016,Friends Studio,Illyasu Abdulmnmuni,Bello Muhammad Bello,Isa Bello
2573,Apoti orogun,"Adebayo Salami,Rasheed Yusuf",Drama,2008,"Corporate Pictures,Ubee Media Network",Titi Adebayo,Yinka Adebayo,Sola Adedayo
2574,Governor's Wife 3,Victor Emeghara,Short,2007,Kachris Production,Rychardo Agbor,Peter Bunor,Ini Ikpe
2575,Together as One,Omoruyi Wallz Efosa,Comedy,2021,"One & Two Productions,Rok Studios",Tana Adelana,Eberechukwu Anigbogu,Stanley Igboanugo
2576,Death Bed,Muyiwa Aluko,Drama,2019,"Rok Studios,Watts Camera Action",Chinonso Arubayi,Ngozi Ezeonu,Chioma Nwosu
2577,The Price of Love 2: Life Is Beautiful,Chico Ejiro,Drama,2005,Infinity Films,Pete Edochie,Desmond Elliot,Ashley Nwosu
2578,Entangled,Ozioma B. Nwughala,Drama,2021,Pegacorn Studios,Bimbo Ademoye,Bunmi Adefioye Diamond,Timini Egbuson
2579,Cooked Up Love,Desmond Elliot,Romance,2018,Rok Studios,Bimbo Ademoye,Desmond Elliot,Nelson Esiogu
2580,Spotlight,Sunkanmi Adebayo,Drama,2015,Royal Arts Academy,Desmond Elliot,Segun Arinze,Omoni Oboli
2581,Emotional Risk,Late Ebereonwu,Drama,2007,Aka God Productions,Clarion Chukwura-Abiola,Nonso Diobi,Mike Ezuruonye
2582,Back to Life,"Chico Ejiro,Mike Nliam",Action,1997,Grand Touch Pictures,Bimbo Akintola,Gloria Anozie,Liz Benson
2583,His Majesty,Sunday Nnajiude,Action,2004,Zelex Nigeria,Enebeli Elebuwa,Kanayo O. Kanayo,Ofia Afuluagu Mbaka
2584,Pride of a Woman,Charles Inojie,Drama,2007,"De-Kross Movie Production,Fortune Production",Joy Agbor,Chiwetalu Agu,Annes Anaekwe
2585,Efemena,Moses Akerele,Short,2021,Alo 365 Media,Omotunde Adebowale David,Moses Akerele,Ruby Akubueze
2586,Oreke mulero,Bakare Adeoye,Drama,2006,Millennium Films,Kemi Afolabi,Funke Akindele,Fathia Balogun
2587,Indian Doctor,Theodore Anyanji,Drama,2008,Emex International,Chiwetalu Agu,Tony Alor,Chamberlin Amaechi
2588,666 (Beware the End Is at Hand) 2,Ugo Ugbor,Horror,2007,Global Update Pictures,Prince Emeka Ani,Bob Emmanuel Anosike,Fred Ariko
2589,My Woman,Sunday Nnajiude,Drama,2004,Zelex Nigeria,Fabian Adibe,Emeka Ike,Kanayo O. Kanayo
2590,His Holiness 2,Charles Inojie,Drama,2008,Future King Productions,Stan K. Amandi,Amaechi Muonagor,Uche Ogbodo
2591,Bag of Love,Chibuzo Melvin Mobis,Comedy,2012,Mobis Films,Bill Mayers,Ebenezeer Odoom,Mark Weh
2592,Èjiwòrò,Kolade Kadesh Prince,Drama,2006,Lakefresh Production,Remi Abiola,Kunle Afolayan,Bimbo Akinsanya
2593,The Corridors of Power,MacCollins Chidebe,Action,2005,Ossy Affason Production,Ify Afuba,Francis Agunanne,Kelly Akara
2594,Blood on the Altar 4,Mike Bamiloye,Drama,2006,Mount Zion Media Connections,Elizabeth-Ore Adewole,Gloria Bamiloye,Elvon Jarrett
2595,Insight,Chris Eneaji Eneng,Drama,2022,Rok Studios,Enitan Audu,Grace-Charis Bassey,Yvonne Jegede
2596,Of Bad Faith,Ike Nnaebue,Drama,2016,Passion8 Communications,Kalu Ikeagwu,Nsikan Isaac,Omoni Oboli
2597,Ghetto Language 2,Sunny Okwori,Drama,2006,"Bonag Industries Nigeria,Eftown Entertainment Production",Ini Edo,Desmond Elliot,Kevin Ikeduba
2598,Royal Grandmother 2,Iyke Odife,Drama,2007,Social Movies,Chiwetalu Agu,Monalisa Chinda,Ngozi Ezeonu
2599,Champagne,Emem Isong,Thriller,2014,Royal Arts Academy,Tana Adelana,Padita Agu,Mbong Amata
2600,The Legend of Inikpi,Frank Rajah Arase,History,2020,MJO Productions,Odunlade Adekola,Nancy Ameh,Saidi Balogun
2601,Bird Flu 2,Ikechukwu Onyeka,Comedy,2007,Chidoo Investment,Eucharia Anunobi Ekwu,Osita Iheme,Kingsley Ogbonna
2602,Love and Justice,Aniedi Awah Noba,Drama,2022,One and Two Film Production,Destiny Amaka,Tony Bashel,Nadia Buari
2603,Beyond Desire,Nonso Emekaekwue,Drama,2009,Vincemek Productions,Edith Blessing,Joy Cyril,Nonso Diobi
2604,Birthday Bash,Desmond Elliot,Comedy,2015,Believe Media,Julius Agwu,Grace-Charis Bassey,Yul Edochie
2605,19 Macaulay Street,Afe Olumowe,Drama,2006,Great Future Production Company,Eucharia Anunobi Ekwu,Femi Brainard,Rich Oganiru
2606,Consequences 2,Andy Chukwu,Drama,2006,Annex Merchandise Ltd.,Andy Chukwu,Kate Henshaw-Nuttal,Ramsey Nouah
2607,A Little White Lie,John Njamah,Drama,2016,Royal Arts Academy,Lilian Afegbai,Mbong Amata,Chibuike Anyanwu
2608,Second Burial,Val Sunny Olisemeka,Drama,2014,Princess Achiever's Movie Concept Productions,Chiwetalu Agu,Walter Anga,Junior Pope Odonwodo
2609,Road to Yesterday,Ishaya Bako,Drama,2015,TEN,Genevieve Nnaji,Oris Erhuero,Chioma Omeruah
2610,Big mess,Victor Iyke,Comedy,2018,Astro thelegend,Jide Kene Achufusi,Chioma Idigo,Victor Iyke
2611,A Better Family,Okechukwu Oku,Drama,2018,Mountain Top Entertainment,Amaka Aneke,Chisom Asadu,Ezenyiriorah Chidi
2612,The Carcass,Emeka Nwabueze,Drama,2005,Hycromax Investment,Prince Emeka Ani,Mike Ezuruonye,Kate Henshaw-Nuttal
2613,The Consequence,Ikechukwu Chiaghana,Drama,2021,Rok Studios,Bimbo Ademoye,Olivet Aniagu,Adaora Aniakor
2614,End of the Game,Tony Muonagor,Drama,2004,Goldmark International,Sandra Achums,Robert Peters,
2615,Team Six,Tosin Igho,Action,2021,"Africa Magic Original Films,Remote Productions",Kunle Coker,Charlton Efe Egborge,Efa Iwara
2616,The Marriage Fixer,Toka McBaror,Drama,2022,Ibaka TV,Padita Agu,Yemi Blaq,Stephen Damian
2617,Angel of My Life 2,Rowland Nwekeson,Drama,2007,"Pressing Forward Production,Rich-Rock Productions",Akume Akume,Emeka Ike,Jim Lawson
2618,Wedding Fever 2,Adim Williams,Drama,2006,Cosnoris International,Fred Ariko,Rita Dominic,Vitalis Ndubuisi
2619,After My Heart 2,Afam Okereke,Drama,2008,De-Zeen International,Chioma Chukwuka Akpotha,Geraldine Ekeocha,Emeka Ike
2620,Your Fada!,Simon Peacemaker,Comedy,2017,WH Productions,Chiwetalu Agu,Norbert Asikhia,Omotu Bissong
2621,Ruse,Samuel Obiora,Drama,2022,Ibaka TV,Agba Enjoyment,Editha Francis,Artus Frank
2622,Palava!,Niyi Akinmolayan,Comedy,2022,InkBlot Productions,Mercy Aigbe,Bisola Aiyeola,Neo Akpofure
2623,Beulah,"Matthew Ajallys,Jane John-Nwankwo",Drama,2021,Lewabo Media Group,Merit Adinmah,Olaedo Daniel,Vera Gold
2624,Executive Billionaires 2,MacCollins Chidebe,Drama,2004,"Ariscole Invest Film,Samaco Investment",Kanayo O. Kanayo,Duro Micheals,Clem Ohameze
2625,Venom of Viper,Olowajaiye Michael,Drama,2015,Prince Justine Production,Sunday Afolabi,Khing Bassey,Jibola Dabo
2626,My Best Years,Munachi Abii,Drama,2022,One and Two Film Production,Munachi Abii,Somadina Adinma,Ademola Amoo
2627,Miss Nigeria 2,Tarila Thompson,Drama,2004,Ossy Affason Production,Eucharia Anunobi Ekwu,Justus Esiri,Stephanie Linus
2628,My Love My Sorrow,Adeolu Daniels,Drama,2006,Universal Quality Pictures,Patience Akwa Brown,Emeka Ike,Benedict Johnson
2629,Desperate Women 2,Ernest Obi,Drama,2006,Elonel International Ltd.,Franca Brown,Clarion Chukwura-Abiola,Amaechi Muonagor
2630,Endless Seconds,Chidi Anyanwu Chidox,Drama,2022,Moreplex,Alex Ajoku,Paschaline Alex,Oge Anieke
2631,Goodbye Another Day 2,Fred Amata,Drama,2005,Outstrip Movies Investment,Sophia Tchidi Chikere,Clarion Chukwura-Abiola,Enebeli Elebuwa
2632,Mad About You,Victor Okpala,Comedy,2019,"Dope7 Media,FilmOne Production",Blossom Chukwujekwu,Stephen Damian,Chichi Edward
2633,Women in Power 2,Adim Williams,Drama,2005,"Giant Merchants,Priced Penny Production",Liz Benson,Olu Jacobs,Mercy Johnson Okojie
2634,Kamanni,Ali Nuhu,Drama,2022,FKD Production,Nafisat Abdullahi,Zikrullah Abubakar,Sadiq Ahmad
2635,To Rise Again,Lancelot Oduwa Imasuen,Drama,2014,Black Speech Media Group,Segun Arinze,Peter Bunor,Chuks China
2636,Arrows,Ekenna Udo Igwe,Drama,2003,Emmalex Associates Ltd.,Pete Edochie,Pete Eneh,Benita Nzeribe
2637,Love Delayed,Chidi Anyanwu Chidox,Drama,2020,"One & Two Productions,Rok Studios",Rita Edochie,Stan Nze,Adaora Onyiuke
2638,Colours of Deceit,Aniedi Awah Noba,Drama,2020,Jojo.P Media Concept,Bryan Emmanuel,Lilian Esoro,Femi Jacobs
2639,Opin irin ajo,Lasun Ray-Eyiwumi,Drama,2005,"Lasun Ray Production,Mustoy Films",Bimbo Akintola,Olu Jacobs,Murphy Ray Eyiwuni
2640,Eyin Oka,Ade Ajiboye,Thriller,2004,"Megaster Entertainment,Olasco Films",Funso Adeolu,Bolaji Amusan,Saidi Balogun
2641,Family Separation,Nonso Emekaekwue,Drama,2008,Cosnoris International,Monalisa Chinda,Tracy Daniels,Treasure Daniels
2642,11 Days,Tope Alake,Drama,2018,Ibaka TV,Ray Emodi,Nancy Isime,Moyo Lawal
2643,Winning Your Love,MacCollins Chidebe,Drama,2006,Ossy Affason Production,Funmi Holder,Osita Iheme,Chinedu Ikedieze
2644,The Gentleman,Charles Uwagbai,Comedy,2019,Nneka Adams Film,Nneka J. Adams,Roseanne Chikwendu,Stephen Damian
2645,Egbo Emi,Rasheed Yusuf,Comedy,2005,Awopegba Film Production,Yinka Quadri,Adebayo Salami,
2646,Battle for Battle 2,Frank Rajah Arase,Drama,2007,Guniks Investment,Chioma Chukwuka Akpotha,Emeka Ike,Vitalis Ndubuisi
2647,Strain,Uduak-Obong Patrick,Drama,2020,Verte View,Okey Uzoeshi,Shushu Abubakar,Angel Unigwe
2648,Buried Alive,Ndubuisi Okoh,Drama,2003,Somaco Ind.,Tochukwu Egbuenu,Tony Ibekwe,Chude Ikemefuna
2649,Namijin Kishi,Ali Gumzak,Drama,2019,Kumo Production,Amina,Ibrahim Bala,Alhaji Dauda
2650,Slave to Lust 2,Ikechukwu Onyeka,Drama,2007,"Divine Touch Productions,Future King Productions,Prince Creation",Nadia Buari,Ini Edo,Mike Ezuruonye
2651,Tears in My Heart,Kalu Anya,Drama,2006,Great King Productions,Kanayo O. Kanayo,Florence Onuma,Chioma Chukwuka Akpotha
2652,Tainted Heart,Austin Nwaolie,Drama,2022,One and Two Film Production,Daniel Abua,Stella Charles,Charles Ekueme
2653,Final Kingdom,Afam Okereke,Drama,2007,Chez International,Chioma Chukwuka Akpotha,Ini Edo,Bruno Iwuoha
2654,Stroke of Luck,Great Valentine Edochie,Drama,2019,Rok Studios,Grace-Charis Bassey,Joyce Bernard,Chucks Chyke
2655,Faith in Christ 2,Chimdi Chiama,Drama,2004,Jb Merchandise,Fabian Adibe,Steve Eboh,Chinelo Ndigwe
2656,Othello Syndrome,Dabby Chimere,Drama,2018,Dabz Movie Productions,Ashira Ezuka,Shirley Igwe,Nonso Ikechukwu
2657,Kamsi,Uzodinma Okpechi,Action,2018,Primary Filmworks,Bimbo Ademoye,Sam Dede,Timini Egbuson
2658,The Great Priest,Saint Collins,Drama,2007,Great King Productions,Fabian Adibe,Pete Edochie,Geraldine Ekeocha
2659,Agogo èèwò,Tunde Kelani,Drama,2002,Mainframe Film and Television Productions,Awosika Ife Abosede,Gbenga Adebayo,Aderemi Adedeji
2660,Buried Alive 2,Ndubuisi Okoh,Drama,2003,Somaco Ind.,Tochukwu Egbuenu,Tony Ibekwe,Chude Ikemefuna
2661,Last Wedding 2,Dickson Iroegbu,Drama,2004,Amaco Investments,Bimbo Akintola,Grace Amah,Ernest Asuzu
2662,Promise Me Forever,"Lancelot Oduwa Imasuen,John Uche",Romance,2004,Reemmy Jes Production (RJP),Kazeem Adefila,Semiu Adeshina Adewuyi,Festus Aguebor
2663,Welcome to Nollywood: The Art of Africa,Kenim,News,2013,ARISE Networks,Chimamanda Ngozi Adichie,Charles Aniagolu,Chiwetel Ejiofor
2664,Esu masemi 2,Lasun Ray-Eyiwumi,Drama,2006,Latmus Film International,Toyin Abraham,Laide Adewale,Murphy Ray Eyiwuni
2665,Head Gone,Dare Fasisi,Comedy,2014,Naija Ninja Studios,Segun Adefila,Yinka Akinlawon,Alibaba Akporobome
2666,The Wedding,Desmond Elliot,Comedy,2016,"Denziot Studios Production,Rok Studios",Allwell Ademola,Lilian Afegbai,Ada Ameh
2667,Eyin Oka 2,Ade Ajiboye,Thriller,2004,"Megaster Entertainment,Olasco Films",Funso Adeolu,Saidi Balogun,Taiwo Hassan
2668,Timeless Love,Okey Ifeanyi,Drama,2016,Jojo.P Media Concept,Onyii Alex,Romeo Chucks,Victoria Egbuchere
2669,Suicide Lovers,Nonso Emekaekwue,Drama,2005,Prince Justine International,Nonso Diobi,Rita Dominic,Rachel Oniga
2670,Hand of Fate,Michael Jaja,Drama,2012,Magic Movies Production,Mercy Johnson Okojie,Artus Frank,Eve Esin
2671,Inside Life,Tope Adebayo,Comedy,2022,Sillo Studios,Funso Adeolu,Yinka Aiyelokun,Grace-Charis Bassey
2672,Ms Independent,Tokunbo Uba Ahmed,Drama,2019,The Film Sage,Frank Donga,Alexx Ekubo,Etinosa Idemudia
2673,The Donor,Mike Ezuruonye,Drama,2021,Rok Studios,Anne Annex,Mary Ann Apollo,Nick Curban
2674,Duress,Kensteve Anuka,Drama,2021,Onye Eze Holding Production,Prince Emeka Ani,Toosweet Annan,Adaeze Chiegbu
2675,Suru l' ere (Patience Pays),Mildred Okwo,Drama,2016,The Audrey Silva Company,Seun Ajayi,Kemi Lala Akindoju,Rita Dominic
2676,Sacred Egg,Chukwuemeka Orjiani,Drama,2015,Atlantic Pictures,Ejike Asiegbu,Agbogidi Clemson Cornell,Francis Duru
2677,Women's Cot 2,Dickson Iroegbu,Drama,2005,Great Future Production Company,Bukky Ajayi,Rita Edochie,Chidi Ihesie
2678,Save a Soul 2,Elvis Chuks,Drama,2007,Filmark Productions,Monalisa Chinda,Elvis Chuks,Clarion Chukwura-Abiola
2679,Osuofia in London,Kingsley Ogoro,Comedy,2003,Kingsley Ogoro Production,Nkem Owoh,Mara Ashton,Francis Odega
2680,Damned Royalty,Richards Omos-Iboyi,Drama,2021,Rok Studios,Gusty Chibuike,Nelly Edet,Joyce Kalu
2681,Not Just Enough,Martinz Nnaji Jr.,Drama,2021,Martinz Jr Studios,Grace-Charis Bassey,Anthony Monjaro,Nkem Okiyi
2682,The Three Brides,Paul Iheanyichukwu Igwe,Comedy,2021,African Movie Channel,Chinonso Arubayi,Stella Charles,Mary Lazarus
2683,Game Changer,Ejike Chinedu Obim,Drama,2015,Film House Productions,Halimar Abubakar,Jibola Dabo,Ebele Okaro-Onyiuke
2684,Couple's Diary,Samuel Obiora,Drama,2022,Prince Ook Productions,Destiny Amaka,Ivy Antiev,John Chukwudi
2685,Lost to Lust,Kenneth Nnebue,Drama,2005,Nek Video Links,Yemi Blaq,Monalisa Chinda,Jim Lawson
2686,Brain Masters 2,Kabat Esosa Egbon,Comedy,2006,P. Collins Productions,Osita Iheme,Chinedu Ikedieze,Ebele Okaro-Onyiuke
2687,Lemonade,Lummie Edevbie,Drama,2020,Filmcorp Studios,Tersy Akpata,Anita Asuoha,Ayoola Ayolola
2688,Traditional Marriage 2,Reginald Ebere,Drama,2003,Prince Justine International,Chiwetalu Agu,Chiege Alisigwe,Chika Anyanwu
2689,Out of Control,Emmanuel Anyaka,Drama,2022,Stanford Films Production,Felicia Anochiwa,Seleye Fubara,Stephen Johnson
